id,name,gender,age,city,state,job,income,score,loans
102922,Hredhaan Ahluwalia,Female,32,Jaipur,Rajasthan,Business Owner,53697,627,0
102923,Quincy Ratti,Female,44,Chennai,Tamil Nadu,Business Owner,199882,581,0
102924,Aditya Chaudhuri,Male,37,Navi Mumbai,Maharashtra,Professional,77925,629,4
102925,Vyanjana Hora,Female,27,Noida,Uttar Pradesh,Salaried,75913,579,2
102926,Yoshita Dube,Male,37,Nagpur,Maharashtra,Business Owner,179573,614,4
102927,Jatin Sura,Male,40,Udaipur,Rajasthan,Professional,135615,689,1
102928,Nachiket Krishna,Male,47,Coimbatore,Tamil Nadu,Self Employed,116034,683,3
102929,Upma Rana,Male,30,Surat,Gujarat,Professional,146762,772,0
102930,Chandani Patla,Male,26,Siliguri,West Bengal,Self Employed,158707,712,0
102931,Qabil Yadav,Male,52,Kolkata,West Bengal,Self Employed,63517,706,2
102932,Ikbal Sarna,Male,28,Kanpur,Uttar Pradesh,Salaried,121260,669,0
102933,Neel Dey,Male,39,Siliguri,West Bengal,Salaried,208835,817,0
102934,Radha Ahluwalia,Female,39,Ahmedabad,Gujarat,Business Owner,166894,716,0
102935,Rushil Choudhry,Female,42,Thane,Maharashtra,Salaried,115071,750,0
102936,Bhavani Baria,Male,55,Udaipur,Rajasthan,Business Owner,113192,705,2
102937,Megha Sama,Male,48,Vadodara,Gujarat,Business Owner,63597,810,0
102938,Azad Dyal,Male,53,Jodhpur,Rajasthan,Salaried,167554,511,2
102939,Varenya Lata,Female,26,Jaipur,Rajasthan,Salaried,106111,682,0
102940,Oviya Suresh,Female,32,Chennai,Tamil Nadu,Salaried,191893,835,1
102941,Joshua Nair,Male,53,Thane,Maharashtra,Salaried,84228,572,3
102942,Yachana Ramachandran,Male,54,Jabalpur,Madhya Pradesh,Business Owner,88248,748,3
102943,Imaran Chokshi,Female,32,Kolkata,West Bengal,Salaried,163455,653,0
102944,Jonathan Dugal,Female,57,Jabalpur,Madhya Pradesh,Business Owner,42606,736,1
102945,Xiti Arya,Female,56,Madurai,Tamil Nadu,Self Employed,218310,735,4
102946,Charles Oommen,Male,23,Udaipur,Rajasthan,Salaried,97575,717,1
102947,Abhiram Saraf,Female,56,Noida,Uttar Pradesh,Salaried,171465,736,0
102948,Bimala Manda,Male,59,Siliguri,West Bengal,Professional,150789,620,1
102949,Fitan Sanghvi,Male,48,Siliguri,West Bengal,Salaried,58862,679,0
102950,Michael Vaidya,Male,31,Pune,Maharashtra,Self Employed,32702,730,1
102951,Zaid Mand,Female,36,Delhi,Delhi,Salaried,46849,808,1
102952,Adya Kota,Male,23,Hubballi,Karnataka,Salaried,203286,717,1
102953,Rushil Som,Female,42,Hubballi,Karnataka,Salaried,22988,760,0
102954,Yadavi Golla,Female,35,Hubballi,Karnataka,Salaried,173529,529,0
102955,Manthan Karnik,Male,55,Delhi,Delhi,Business Owner,177226,653,3
102956,Kevin Rattan,Female,40,Mumbai,Maharashtra,Business Owner,149588,655,1
102957,Anusha Handa,Female,24,New Delhi,Delhi,Self Employed,25572,641,1
102958,Pooja Badami,Male,49,Mangaluru,Karnataka,Professional,32975,695,1
102959,Gavin Behl,Male,40,Coimbatore,Tamil Nadu,Self Employed,86892,769,1
102960,Nikita Vohra,Male,49,Ahmedabad,Gujarat,Salaried,175208,748,2
102961,Vihaan Kapadia,Male,34,Jodhpur,Rajasthan,Salaried,64684,754,1
102962,Pooja Srinivas,Male,21,New Delhi,Delhi,Salaried,76674,725,0
102963,Yashvi Sane,Female,38,Nashik,Maharashtra,Salaried,25342,656,0
102964,Daksha Choudhary,Male,37,Pune,Maharashtra,Business Owner,54955,664,1
102965,Januja Mand,Female,35,Indore,Madhya Pradesh,Salaried,99008,611,0
102966,Omya Koshy,Female,45,Vadodara,Gujarat,Salaried,35565,696,2
102967,Champak Gopal,Female,33,Lucknow,Uttar Pradesh,Salaried,217860,620,1
102968,Aadi Ben,Female,53,Siliguri,West Bengal,Self Employed,75661,658,1
102969,Simon Mangal,Female,44,Mangaluru,Karnataka,Professional,85294,641,2
102970,Ati Chaudhuri,Female,54,Lucknow,Uttar Pradesh,Salaried,35290,707,0
102971,Qasim Krishnan,Male,31,Indore,Madhya Pradesh,Business Owner,60242,824,1
102972,Januja Natt,Male,57,Bengaluru,Karnataka,Professional,57596,721,1
102973,Isaac Chatterjee,Female,45,Vadodara,Gujarat,Business Owner,87397,606,0
102974,Kalpit Narula,Female,52,Jabalpur,Madhya Pradesh,Salaried,120759,567,1
102975,Janaki Wadhwa,Male,21,Hubballi,Karnataka,Salaried,89950,624,2
102976,Wazir Majumdar,Male,49,Surat,Gujarat,Salaried,34993,718,0
102977,Leena Chahal,Male,31,Warangal,Telangana,Self Employed,25744,674,1
102978,Kalpit Dara,Female,42,Kanpur,Uttar Pradesh,Salaried,149107,681,1
102979,Rayaan Hans,Female,32,Noida,Uttar Pradesh,Salaried,154815,559,1
102980,Hardik Borde,Male,21,Kolkata,West Bengal,Salaried,125608,745,4
102981,Charvi Som,Male,36,Rajkot,Gujarat,Salaried,133579,721,1
102982,Mitesh Bassi,Male,36,New Delhi,Delhi,Salaried,19571,719,4
102983,Rehaan Sahota,Male,59,Hyderabad,Telangana,Salaried,148916,668,0
102984,Idika Pau,Male,23,Madurai,Tamil Nadu,Salaried,103201,645,2
102985,Jacob Sarin,Male,57,Hubballi,Karnataka,Salaried,45969,726,1
102986,Vasudha Saini,Male,56,Hyderabad,Telangana,Self Employed,124479,765,0
102987,Ojas Mahal,Female,50,Surat,Gujarat,Salaried,138657,739,0
102988,Bimala Bath,Female,23,Jodhpur,Rajasthan,Salaried,201334,732,0
102989,Ranveer Rao,Male,55,Bengaluru,Karnataka,Self Employed,81883,744,1
102990,Yochana Borde,Female,51,Nashik,Maharashtra,Professional,162505,619,1
102991,Raksha Upadhyay,Female,55,Agra,Uttar Pradesh,Professional,132283,639,1
102992,Madhavi Rattan,Male,32,Rajkot,Gujarat,Business Owner,49918,590,0
102993,Samuel Gour,Female,50,Nashik,Maharashtra,Salaried,97366,629,1
102994,Nathaniel Kamdar,Male,45,Siliguri,West Bengal,Salaried,122351,657,0
102995,Yochana Shah,Female,43,Jabalpur,Madhya Pradesh,Business Owner,213663,677,1
102996,Chavvi Kannan,Female,37,Madurai,Tamil Nadu,Salaried,174392,720,1
102997,Amrita Dani,Male,60,Coimbatore,Tamil Nadu,Self Employed,169505,731,0
102998,Udarsh Bath,Male,21,Nashik,Maharashtra,Salaried,39139,717,1
102999,Bishakha Baral,Female,37,Agra,Uttar Pradesh,Salaried,169151,678,1
103000,Arunima Deol,Male,55,Siliguri,West Bengal,Salaried,148589,737,4
103001,Charan Kothari,Female,38,Jodhpur,Rajasthan,Self Employed,32371,638,0
103002,Jack Agarwal,Male,30,Agra,Uttar Pradesh,Self Employed,165057,655,2
103003,Jyoti Nair,Male,53,Warangal,Telangana,Salaried,131266,746,0
103004,Aishani Deol,Male,26,Madurai,Tamil Nadu,Business Owner,178661,696,1
103005,Chaitaly Nair,Male,41,Warangal,Telangana,Business Owner,95180,659,0
103006,Advaith Parekh,Male,50,Mangaluru,Karnataka,Salaried,48931,753,3
103007,Ati Goda,Male,46,New Delhi,Delhi,Professional,146072,716,0
103008,Amol Yogi,Female,27,Rajkot,Gujarat,Business Owner,210555,678,1
103009,Lavanya Kurian,Female,41,Kolkata,West Bengal,Self Employed,59174,705,1
103010,Riya Kannan,Male,58,Agra,Uttar Pradesh,Salaried,96072,743,0
103011,Amruta Jani,Male,53,Chennai,Tamil Nadu,Professional,174495,725,2
103012,Nachiket Sehgal,Female,23,Hyderabad,Telangana,Self Employed,107861,661,2
103013,Radha Pillay,Female,32,Bhopal,Madhya Pradesh,Salaried,142480,531,0
103014,Varenya Chander,Male,53,Bengaluru,Karnataka,Salaried,44445,662,2
103015,Pratyush Sharaf,Male,44,Vadodara,Gujarat,Self Employed,172659,691,0
103016,Patrick Gulati,Female,27,Ahmedabad,Gujarat,Business Owner,116253,577,1
103017,Pranit Manda,Female,28,Lucknow,Uttar Pradesh,Business Owner,29305,648,2
103018,Dayita Gaba,Male,57,Siliguri,West Bengal,Professional,209347,739,3
103019,Meera Guha,Female,55,Udaipur,Rajasthan,Business Owner,138308,655,1
103020,Luke Bora,Male,27,Bhopal,Madhya Pradesh,Salaried,191105,769,0
103021,Yatan Sha,Male,24,Agra,Uttar Pradesh,Business Owner,71666,850,0
103022,Harish Vyas,Female,54,Warangal,Telangana,Salaried,115141,689,0
103023,Advik Chaudhry,Female,59,Delhi,Delhi,Salaried,201554,681,1
103024,Leena Bail,Female,42,Thane,Maharashtra,Salaried,83812,818,2
103025,Agastya Bassi,Female,53,Jaipur,Rajasthan,Professional,91487,773,1
103026,Yuvraj Chacko,Female,31,Kolkata,West Bengal,Self Employed,104634,629,0
103027,Luke Arya,Female,29,Mangaluru,Karnataka,Salaried,19820,653,3
103028,Hitesh Nigam,Female,35,Jodhpur,Rajasthan,Salaried,195818,704,1
103029,Samaksh Dewan,Female,48,Chennai,Tamil Nadu,Salaried,188315,626,3
103030,Sachi Gade,Female,50,Siliguri,West Bengal,Self Employed,32921,658,1
103031,Garima Srinivas,Male,43,Delhi,Delhi,Salaried,203939,726,0
103032,Yagnesh Bhalla,Female,24,Coimbatore,Tamil Nadu,Professional,191093,800,0
103033,Jatin Bail,Male,34,Jodhpur,Rajasthan,Salaried,50657,700,3
103034,Harshil Minhas,Female,39,Nashik,Maharashtra,Self Employed,141576,837,2
103035,Yasti Sagar,Female,44,Nashik,Maharashtra,Professional,209837,669,2
103036,Aarav Kapur,Male,56,Delhi,Delhi,Business Owner,154612,706,0
103037,Utkarsh Sane,Male,27,Surat,Gujarat,Self Employed,99111,674,3
103038,Manan Pandit,Male,38,Indore,Madhya Pradesh,Self Employed,36051,612,2
103039,Upkaar Rajagopalan,Male,35,Mangaluru,Karnataka,Salaried,121282,696,0
103040,Vyanjana Gara,Male,25,Rajkot,Gujarat,Self Employed,79084,752,1
103041,Udarsh Chaudry,Female,56,Aurangabad,Maharashtra,Salaried,25954,716,0
103042,Ishanvi Bose,Male,40,Nashik,Maharashtra,Business Owner,22551,798,2
103043,Jagat Patel,Male,27,Hyderabad,Telangana,Self Employed,27161,735,3
103044,Caleb Dora,Male,30,Madurai,Tamil Nadu,Salaried,207528,744,1
103045,Priya Wali,Male,21,Jodhpur,Rajasthan,Self Employed,86447,732,2
103046,Pratyush Sandal,Male,54,Bengaluru,Karnataka,Salaried,153461,677,2
103047,Charvi Mangat,Male,43,Delhi,Delhi,Professional,110849,637,2
103048,Hemang Madan,Female,50,Jaipur,Rajasthan,Business Owner,35240,652,1
103049,Jyoti Lanka,Male,60,Warangal,Telangana,Salaried,160054,767,1
103050,Aarnav Dixit,Female,39,Navi Mumbai,Maharashtra,Salaried,147510,786,2
103051,Ekaja Divan,Female,53,New Delhi,Delhi,Professional,68590,697,0
103052,Sanya Sridhar,Female,54,Mumbai,Maharashtra,Self Employed,120079,711,2
103053,Isaiah Sane,Male,36,Hubballi,Karnataka,Self Employed,206072,528,1
103054,Maanav Chana,Male,54,Madurai,Tamil Nadu,Self Employed,87330,714,1
103055,Joshua Gopal,Female,50,Udaipur,Rajasthan,Salaried,189846,692,0
103056,Ira Nagar,Female,44,Udaipur,Rajasthan,Self Employed,219508,748,4
103057,Panini Srivastava,Male,52,Ahmedabad,Gujarat,Business Owner,209818,810,1
103058,Gauri Devi,Male,56,New Delhi,Delhi,Self Employed,23444,713,2
103059,Leela Sahota,Male,36,Indore,Madhya Pradesh,Self Employed,18898,645,0
103060,Waida Walia,Male,39,Hyderabad,Telangana,Salaried,84155,464,3
103061,Leena Chacko,Female,60,Bhopal,Madhya Pradesh,Self Employed,114106,756,2
103062,Theodore Chahal,Female,23,Ahmedabad,Gujarat,Salaried,138391,581,3
103063,Janaki Agate,Female,37,Mysuru,Karnataka,Salaried,215631,741,1
103064,Anay Patil,Male,51,Warangal,Telangana,Self Employed,97873,755,2
103065,Kiaan Choudhary,Female,23,Chennai,Tamil Nadu,Professional,63655,643,2
103066,Ikshita Patel,Male,32,Indore,Madhya Pradesh,Business Owner,105797,711,1
103067,Chaitaly Sharma,Male,58,Madurai,Tamil Nadu,Salaried,122504,671,3
103068,Oviya Kibe,Male,50,Indore,Madhya Pradesh,Business Owner,143886,641,3
103069,Udarsh Bhalla,Female,60,Madurai,Tamil Nadu,Business Owner,24702,632,4
103070,Jacob Dhar,Female,26,Jabalpur,Madhya Pradesh,Salaried,75894,539,2
103071,Atharv Samra,Male,33,Chennai,Tamil Nadu,Professional,170529,710,0
103072,Chatura Cherian,Female,54,Vadodara,Gujarat,Salaried,151874,701,2
103073,Vansha Dugar,Female,25,Siliguri,West Bengal,Professional,22735,684,0
103074,Manan Pau,Male,42,Warangal,Telangana,Salaried,40968,604,1
103075,Farhan Konda,Female,29,New Delhi,Delhi,Professional,100013,732,1
103076,Advik Saha,Female,53,Bengaluru,Karnataka,Salaried,35301,662,0
103077,Qabil Singhal,Female,47,Lucknow,Uttar Pradesh,Salaried,35269,667,2
103078,Chandani Singhal,Male,32,Nashik,Maharashtra,Self Employed,23935,817,2
103079,Geetika Sawhney,Male,38,Delhi,Delhi,Professional,97577,690,0
103080,Bhavini Choudhry,Male,29,Pune,Maharashtra,Salaried,74358,732,0
103081,Darpan Balay,Male,45,Hyderabad,Telangana,Self Employed,191005,705,0
103082,Yahvi Dyal,Female,50,Delhi,Delhi,Self Employed,21615,711,3
103083,Meghana Sampath,Female,57,Madurai,Tamil Nadu,Salaried,199666,770,0
103084,Aarna Thaker,Male,36,Madurai,Tamil Nadu,Salaried,52453,733,0
103085,Utkarsh Sampath,Male,47,Lucknow,Uttar Pradesh,Business Owner,53466,738,0
103086,Anita Chanda,Male,43,Mumbai,Maharashtra,Self Employed,64076,850,1
103087,Jeremiah Kakar,Male,26,Hubballi,Karnataka,Salaried,214692,719,2
103088,Daksh Kanda,Male,51,Hyderabad,Telangana,Salaried,99116,638,2
103089,Qarin Brahmbhatt,Male,34,Coimbatore,Tamil Nadu,Salaried,120013,724,1
103090,Vansha Munshi,Male,47,Siliguri,West Bengal,Salaried,67483,688,0
103091,Lajita Gala,Female,37,Surat,Gujarat,Salaried,83054,695,2
103092,Kamya Samra,Male,26,Ahmedabad,Gujarat,Salaried,52958,623,1
103093,Anamika Chopra,Male,34,Indore,Madhya Pradesh,Professional,206678,763,1
103094,Faras Patil,Male,39,Mangaluru,Karnataka,Salaried,32047,692,1
103095,Ayaan Khatri,Male,30,Vadodara,Gujarat,Self Employed,34601,611,0
103096,Nicholas Chhabra,Female,51,Indore,Madhya Pradesh,Professional,141499,721,2
103097,Siddharth Apte,Male,47,Pune,Maharashtra,Salaried,155055,796,3
103098,Raghav Jaggi,Female,59,Chennai,Tamil Nadu,Salaried,133251,725,0
103099,Wridesh Luthra,Male,60,Coimbatore,Tamil Nadu,Professional,64636,690,1
103100,Chaitanya Sule,Male,23,Siliguri,West Bengal,Salaried,150088,637,0
103101,Chanakya Murty,Male,48,New Delhi,Delhi,Self Employed,83847,698,0
103102,Dayamai Anand,Male,44,Ahmedabad,Gujarat,Self Employed,214945,593,1
103103,Barkha Rao,Male,57,Nagpur,Maharashtra,Professional,189403,850,4
103104,Divya Raman,Male,31,Jodhpur,Rajasthan,Professional,64846,677,0
103105,Kai Chatterjee,Male,31,Surat,Gujarat,Self Employed,163429,737,1
103106,Nikita Thakur,Male,51,Bengaluru,Karnataka,Self Employed,85587,761,0
103107,Yadavi Doctor,Male,34,Delhi,Delhi,Salaried,184402,750,0
103108,Lavanya Sood,Male,31,Vadodara,Gujarat,Salaried,130567,846,1
103109,Bina Edwin,Female,26,Mumbai,Maharashtra,Professional,52602,622,1
103110,Ubika Brar,Male,21,Ahmedabad,Gujarat,Salaried,59441,651,4
103111,Vincent Kale,Female,32,Mysuru,Karnataka,Salaried,189536,850,1
103112,Naveen Thaker,Male,22,Jaipur,Rajasthan,Self Employed,48076,758,2
103113,Sara Deep,Female,56,Hyderabad,Telangana,Salaried,171276,659,4
103114,Bina Parsa,Male,29,Agra,Uttar Pradesh,Business Owner,89076,529,0
103115,Balveer Ram,Female,36,Jaipur,Rajasthan,Business Owner,170361,669,4
103116,Sathvik Borde,Male,54,Jabalpur,Madhya Pradesh,Salaried,45392,725,2
103117,Widisha Chatterjee,Male,21,Surat,Gujarat,Salaried,122840,679,0
103118,Luke More,Male,53,Coimbatore,Tamil Nadu,Professional,69327,717,2
103119,Wishi Chandra,Female,22,Siliguri,West Bengal,Self Employed,178539,646,0
103120,Dipta Gara,Male,49,Chennai,Tamil Nadu,Salaried,97454,618,0
103121,Neel Bir,Male,29,Udaipur,Rajasthan,Salaried,87036,704,4
103122,Januja Pandit,Male,28,Coimbatore,Tamil Nadu,Self Employed,154414,755,2
103123,Ekavir Gola,Male,48,Aurangabad,Maharashtra,Business Owner,103916,740,0
103124,Aarna Solanki,Female,23,Coimbatore,Tamil Nadu,Salaried,97918,658,2
103125,Riya Dey,Female,31,Delhi,Delhi,Salaried,91999,795,0
103126,Vinaya Baral,Female,21,Warangal,Telangana,Salaried,46824,730,0
103127,Bhavini Rattan,Female,26,Vadodara,Gujarat,Salaried,199610,593,1
103128,Kai Sastry,Female,33,Madurai,Tamil Nadu,Professional,65879,554,1
103129,Yauvani Murthy,Female,47,Mangaluru,Karnataka,Self Employed,53754,655,4
103130,Fiyaz Sachdev,Male,43,Warangal,Telangana,Professional,79658,629,2
103131,Adya Basak,Male,54,Warangal,Telangana,Self Employed,170842,596,1
103132,Yash Anand,Female,52,Madurai,Tamil Nadu,Business Owner,216495,627,1
103133,Henry Mannan,Male,49,Hyderabad,Telangana,Salaried,102317,676,0
103134,Nathan Rastogi,Female,26,Kolkata,West Bengal,Salaried,141017,553,0
103135,Udant Rama,Female,60,Coimbatore,Tamil Nadu,Salaried,143936,638,2
103136,Girik Palla,Female,34,Nashik,Maharashtra,Self Employed,38023,710,1
103137,Upadhriti Warrior,Male,34,Udaipur,Rajasthan,Salaried,74159,688,1
103138,Ikbal Chada,Male,53,New Delhi,Delhi,Salaried,189567,688,2
103139,Hritik Ranganathan,Female,44,Noida,Uttar Pradesh,Business Owner,83010,724,1
103140,Ryan Ratti,Male,55,Indore,Madhya Pradesh,Salaried,23752,711,0
103141,Dhruv Nadig,Female,31,Warangal,Telangana,Self Employed,98058,693,3
103142,Vedika Kala,Female,34,Mumbai,Maharashtra,Salaried,205977,799,3
103143,Ishwar Mallick,Female,46,Ahmedabad,Gujarat,Salaried,145416,710,1
103144,Balvan Dugal,Male,46,Surat,Gujarat,Business Owner,163908,659,0
103145,Madhav Kala,Male,60,Bhopal,Madhya Pradesh,Self Employed,122421,684,1
103146,Azad Rai,Female,54,New Delhi,Delhi,Salaried,72227,654,0
103147,Janaki Sani,Male,35,Warangal,Telangana,Salaried,28690,731,0
103148,Tanay Bhagat,Female,48,Kolkata,West Bengal,Salaried,138309,661,1
103149,Arin Sampath,Male,51,Indore,Madhya Pradesh,Salaried,196609,729,3
103150,Zayyan Goda,Male,22,New Delhi,Delhi,Self Employed,189894,702,3
103151,Lucky Biswas,Female,42,Warangal,Telangana,Self Employed,154923,729,1
103152,Nidhi Bumb,Male,55,Aurangabad,Maharashtra,Salaried,185460,744,1
103153,Siya Saini,Male,38,Jaipur,Rajasthan,Professional,84205,584,0
103154,Aashi Gour,Male,52,Siliguri,West Bengal,Professional,131775,603,2
103155,George Sangha,Male,55,Kanpur,Uttar Pradesh,Salaried,37479,717,0
103156,Chameli Gala,Male,26,Rajkot,Gujarat,Self Employed,106784,711,1
103157,Ikshita Saini,Female,24,Mangaluru,Karnataka,Self Employed,99112,671,1
103158,Vaishnavi Wason,Female,50,Aurangabad,Maharashtra,Salaried,143279,648,0
103159,Rajeshri Pant,Male,32,Vadodara,Gujarat,Salaried,158888,792,2
103160,Advaith Issac,Female,57,Chennai,Tamil Nadu,Salaried,72846,592,4
103161,Maanav Naik,Male,28,Bengaluru,Karnataka,Salaried,114012,673,1
103162,Akshay Dora,Male,41,Surat,Gujarat,Salaried,113662,850,2
103163,Manbir Tata,Female,51,Delhi,Delhi,Self Employed,141799,700,2
103164,Ishaan Ray,Female,42,Kolkata,West Bengal,Professional,67077,703,1
103165,Aarush Seshadri,Female,34,Vadodara,Gujarat,Business Owner,199863,712,2
103166,Shivani Chatterjee,Female,29,Noida,Uttar Pradesh,Salaried,94756,496,4
103167,Tejas Guha,Female,53,Jaipur,Rajasthan,Salaried,64680,710,1
103168,Ojas Purohit,Male,36,New Delhi,Delhi,Self Employed,94184,631,1
103169,Ijaya Kadakia,Male,38,Mumbai,Maharashtra,Self Employed,183808,647,1
103170,Akshay Prabhakar,Male,36,Aurangabad,Maharashtra,Self Employed,73181,598,0
103171,Amol Mittal,Female,50,Nagpur,Maharashtra,Salaried,194512,598,2
103172,Yadavi Dash,Female,32,Nashik,Maharashtra,Salaried,106635,835,2
103173,Tamanna Sachdev,Female,34,Jodhpur,Rajasthan,Salaried,49292,776,0
103174,Indira Pandey,Male,60,Vadodara,Gujarat,Salaried,163994,819,3
103175,Gautami Comar,Female,57,Hyderabad,Telangana,Self Employed,23879,704,2
103176,Tara Sangha,Male,50,Ahmedabad,Gujarat,Salaried,101268,638,2
103177,Peter Gaba,Female,41,Chennai,Tamil Nadu,Business Owner,177235,537,2
103178,Lakshmi Mane,Male,26,Kolkata,West Bengal,Salaried,144522,596,1
103179,Bhanumati Chaudhary,Male,44,Bengaluru,Karnataka,Professional,90675,767,1
103180,Hemang Chakraborty,Male,33,Hyderabad,Telangana,Self Employed,69499,627,2
103181,Nisha Chawla,Female,48,Hyderabad,Telangana,Professional,158479,643,3
103182,Harish Sawhney,Male,37,Surat,Gujarat,Business Owner,215845,661,1
103183,Bimala Salvi,Male,30,Hyderabad,Telangana,Self Employed,192537,705,0
103184,Udant Sha,Male,33,Jabalpur,Madhya Pradesh,Self Employed,157191,668,0
103185,Ishwar Hayre,Female,53,Bhopal,Madhya Pradesh,Salaried,21408,629,0
103186,Jeet Panchal,Male,27,Madurai,Tamil Nadu,Salaried,77034,600,0
103187,Nitara Randhawa,Male,57,Mysuru,Karnataka,Salaried,186506,683,2
103188,Kavya Kapur,Male,25,Kanpur,Uttar Pradesh,Salaried,105892,719,0
103189,Amrita Lalla,Female,53,Jodhpur,Rajasthan,Salaried,85602,629,4
103190,Oeshi Khurana,Female,54,Vadodara,Gujarat,Self Employed,186185,630,1
103191,Oeshi Bali,Female,34,Jodhpur,Rajasthan,Self Employed,21648,774,1
103192,Atharv Dube,Male,41,Agra,Uttar Pradesh,Salaried,90338,652,0
103193,Zilmil Nadkarni,Female,38,Rajkot,Gujarat,Salaried,205835,707,2
103194,Onkar Sani,Female,34,Vadodara,Gujarat,Salaried,113230,682,0
103195,Mahika Hans,Female,47,Hubballi,Karnataka,Salaried,92206,594,1
103196,Charan Sanghvi,Male,59,Jodhpur,Rajasthan,Self Employed,126726,661,2
103197,Madhavi Ghose,Female,58,Indore,Madhya Pradesh,Self Employed,114810,680,0
103198,Eesha Varughese,Male,46,Mumbai,Maharashtra,Salaried,204010,598,1
103199,Rajeshri Kashyap,Female,48,Jodhpur,Rajasthan,Self Employed,182116,687,3
103200,Jonathan Thaman,Male,21,Siliguri,West Bengal,Salaried,111692,757,1
103201,Manya Lad,Female,33,Siliguri,West Bengal,Salaried,168482,743,0
103202,Ekantika Jani,Male,55,Ahmedabad,Gujarat,Self Employed,215984,586,0
103203,Girik Bal,Female,42,Mumbai,Maharashtra,Salaried,202752,701,0
103204,Advay Dua,Female,23,New Delhi,Delhi,Salaried,23601,661,2
103205,Farhan Raja,Male,41,Lucknow,Uttar Pradesh,Professional,53857,637,2
103206,Kalpit Setty,Male,21,Madurai,Tamil Nadu,Salaried,41516,745,0
103207,Rachit Khatri,Male,55,Pune,Maharashtra,Self Employed,49352,706,2
103208,Chameli Hari,Female,58,Madurai,Tamil Nadu,Professional,175328,679,0
103209,Kritika Lad,Female,30,Jodhpur,Rajasthan,Salaried,202482,602,0
103210,Anvi Butala,Male,44,Udaipur,Rajasthan,Business Owner,217513,679,0
103211,Arin Chauhan,Male,28,Madurai,Tamil Nadu,Salaried,164290,682,1
103212,Tripti Das,Female,24,Noida,Uttar Pradesh,Self Employed,195583,624,1
103213,Lucky Mandal,Male,54,Navi Mumbai,Maharashtra,Salaried,193501,745,2
103214,Pranit Chander,Female,52,Delhi,Delhi,Professional,154662,655,2
103215,Warda Pathak,Female,45,Surat,Gujarat,Professional,21118,814,0
